seq	run	block	sp	tc
BB30025	q3	core	0.586	0.000
BB30012	ref	all	0.694	0.360
BB30012	ref	core	0.871	0.720
BB30013	sov-ipssp	all	0.589	0.150
BB30013	sov-ipssp	core	0.772	0.400
BBS30020	sov	all	0.470	0.000
BBS30020	sov	core	0.492	0.000
BB30018	ref	all	0.890	0.400
BB30018	ref	core	0.945	0.670
BBS30009	abs	all	0.541	0.000
BBS30009	abs	core	0.617	0.000
BBS30014	abs	all	0.750	0.360
BBS30014	abs	core	0.811	0.520
BBS30026	q3	all	0.741	0.310
BBS30026	q3	core	0.941	0.640
BBS30008	q3	all	0.698	0.250
BBS30008	q3	core	0.764	0.360
BB30023	sov	all	0.715	0.160
BB30023	sov	core	0.787	0.280
BBS30013	sov	all	0.633	0.210
BBS30013	sov	core	0.783	0.440
BBS30007	ref	all	0.735	0.410
BBS30007	ref	core	0.773	0.500
BBS30015	sov	all	0.522	0.110
BBS30015	sov	core	0.545	0.130
BBS30002	q3	all	0.706	0.290
BBS30002	q3	core	0.752	0.360
BB30028	q3-ipssp	all	0.830	0.040
BB30028	q3-ipssp	core	0.827	0.100
BBS30030	sov-ipssp	all	0.848	0.460
BBS30030	sov-ipssp	core	0.882	0.500
BBS30019	q3-ipssp	all	0.653	0.180
BBS30019	q3-ipssp	core	0.696	0.180
BB30010	sov-ipssp	all	0.891	0.450
BB30010	sov-ipssp	core	0.951	0.610
BBS30018	sov-ipssp	all	0.852	0.320
BBS30018	sov-ipssp	core	0.880	0.400
BBS30009	q3	all	0.504	0.000
BBS30009	q3	core	0.541	0.000
BB30022	sov	all	0.801	0.290
BB30022	sov	core	0.842	0.280
BB30015	abs	all	0.418	0.150
BB30015	abs	core	0.471	0.200
BBS30004	sov	all	0.838	0.450
BBS30004	sov	core	0.867	0.560
BBS30025	q3-ipssp	all	0.569	0.160
BBS30025	q3-ipssp	core	0.636	0.250
BB30017	q3-ipssp	all	0.535	0.260
BB30017	q3-ipssp	core	0.654	0.400
BBS30007	q3-ipssp	all	0.698	0.320
BBS30007	q3-ipssp	core	0.752	0.410
BBS30008	q3-ipssp	all	0.713	0.270
BBS30008	q3-ipssp	core	0.778	0.390
BBS30003	ref	all	0.508	0.020
BBS30003	ref	core	0.606	0.030
BBS30017	q3	all	0.536	0.230
BBS30017	q3	core	0.614	0.350
BB30011	abs	all	0.861	0.520
BB30011	abs	core	0.876	0.570
BB30020	ref	all	0.576	0.170
BB30020	ref	core	0.578	0.200
BBS30020	ref	all	0.657	0.310
BBS30020	ref	core	0.669	0.060
BBS30010	sov-ipssp	all	0.916	0.500
BBS30010	sov-ipssp	core	0.957	0.680
BBS30001	ref	all	0.749	0.290
BBS30001	ref	core	0.779	0.300
BB30023	q3	all	0.719	0.200
BB30023	q3	core	0.798	0.350
BB30024	ref	all	0.653	0.180
BB30024	ref	core	0.887	0.600
BBS30009	sov	all	0.544	0.000
BBS30009	sov	core	0.597	0.000
BBS30015	sov-ipssp	all	0.485	0.110
BBS30015	sov-ipssp	core	0.513	0.130
BBS30002	ref	all	0.677	0.230
BBS30002	ref	core	0.725	0.290
BBS30020	abs	all	0.581	0.280
BBS30020	abs	core	0.706	0.530
BBS30007	sov	all	0.766	0.400
BBS30007	sov	core	0.784	0.470
BBS30022	q3	all	0.731	0.200
BBS30022	q3	core	0.780	0.280
BB30025	q3-ipssp	all	0.544	0.000
BB30025	q3-ipssp	core	0.580	0.000
BB30010	q3	all	0.893	0.450
BB30010	q3	core	0.947	0.610
BBS30011	sov-ipssp	all	0.891	0.570
BBS30011	sov-ipssp	core	0.901	0.640
BBS30011	q3	all	0.874	0.550
BBS30011	q3	core	0.894	0.600
BBS30008	sov	all	0.682	0.210
BBS30008	sov	core	0.743	0.300
BB30018	abs	all	0.864	0.290
BB30018	abs	core	0.908	0.540
BB30013	abs	all	0.603	0.220
BB30013	abs	core	0.796	0.490
BB30008	q3-ipssp	all	0.653	0.220
BB30008	q3-ipssp	core	0.714	0.320
BB30019	ref	all	0.649	0.240
BB30019	ref	core	0.830	0.350
BB30015	sov-ipssp	all	0.397	0.110
BB30015	sov-ipssp	core	0.425	0.130
BBS30012	sov	all	0.701	0.340
BBS30012	sov	core	0.843	0.690
BB30008	abs	all	0.639	0.180
BB30008	abs	core	0.698	0.260
BB30012	q3-ipssp	all	0.729	0.370
BB30012	q3-ipssp	core	0.868	0.710
BB30026	abs	all	0.664	0.210
BB30026	abs	core	0.869	0.520
BB30009	sov-ipssp	all	0.490	0.000
BB30009	sov-ipssp	core	0.540	0.000
BB30004	sov-ipssp	all	0.812	0.420
BB30004	sov-ipssp	core	0.857	0.530
BBS30016	abs	all	0.575	0.190
BBS30016	abs	core	0.730	0.470
BB30024	sov	all	0.571	0.080
BB30024	sov	core	0.708	0.220
BBS30006	sov-ipssp	all	0.659	0.230
BBS30006	sov-ipssp	core	0.747	0.380
BB30029	sov-ipssp	all	0.782	0.410
BB30029	sov-ipssp	core	0.860	0.600
BBS30019	ref	all	0.683	0.260
BBS30019	ref	core	0.758	0.290
BBS30027	sov	all	0.466	0.010
BBS30027	sov	core	0.615	0.000
BB30014	q3-ipssp	all	0.741	0.290
BB30014	q3-ipssp	core	0.802	0.430
BBS30004	sov-ipssp	all	0.824	0.410
BBS30004	sov-ipssp	core	0.860	0.520
BB30029	q3	all	0.796	0.400
BB30029	q3	core	0.873	0.580
BBS30016	ref	all	0.505	0.010
BBS30016	ref	core	0.595	0.000
BBS30029	sov	all	0.801	0.460
BBS30029	sov	core	0.884	0.580
BB30011	q3	all	0.874	0.540
BB30011	q3	core	0.894	0.600
BB30014	q3	all	0.774	0.340
BB30014	q3	core	0.822	0.510
BBS30006	abs	all	0.648	0.260
BBS30006	abs	core	0.748	0.430
BBS30027	q3-ipssp	all	0.481	0.050
BBS30027	q3-ipssp	core	0.615	0.000
BBS30016	q3-ipssp	all	0.573	0.190
BBS30016	q3-ipssp	core	0.730	0.470
BB30025	sov	all	0.573	0.000
BB30025	sov	core	0.586	0.000
BBS30024	abs	all	0.630	0.110
BBS30024	abs	core	0.844	0.320
BBS30013	q3	all	0.633	0.200
BBS30013	q3	core	0.779	0.440
BBS30029	q3-ipssp	all	0.787	0.480
BBS30029	q3-ipssp	core	0.875	0.610
BB30014	sov-ipssp	all	0.746	0.260
BB30014	sov-ipssp	core	0.804	0.480
BB30009	abs	all	0.482	0.000
BB30009	abs	core	0.544	0.000
BB30019	q3-ipssp	all	0.559	0.140
BB30019	q3-ipssp	core	0.681	0.180
BB30006	q3	all	0.680	0.330
BB30006	q3	core	0.847	0.630
BBS30028	sov-ipssp	all	0.824	0.050
BBS30028	sov-ipssp	core	0.820	0.110
BB30006	sov	all	0.605	0.220
BB30006	sov	core	0.750	0.450
BBS30023	q3-ipssp	all	0.759	0.310
BBS30023	q3-ipssp	core	0.858	0.560
BBS30007	abs	all	0.732	0.380
BBS30007	abs	core	0.754	0.430
BBS30007	sov-ipssp	all	0.636	0.310
BBS30007	sov-ipssp	core	0.688	0.410
BB30006	ref	all	0.663	0.290
BB30006	ref	core	0.803	0.560
BBS30015	abs	all	0.527	0.110
BBS30015	abs	core	0.545	0.130
BBS30011	abs	all	0.861	0.520
BBS30011	abs	core	0.875	0.560
BBS30006	sov	all	0.733	0.430
BBS30006	sov	core	0.851	0.650
BBS30025	ref	all	0.696	0.290
BBS30025	ref	core	0.748	0.410
BB30021	ref	all	0.568	0.110
BB30021	ref	core	0.628	0.150
BB30009	q3	all	0.523	0.000
BB30009	q3	core	0.597	0.000
BBS30019	sov	all	0.674	0.220
BBS30019	sov	core	0.725	0.240
BBS30014	sov	all	0.748	0.330
BBS30014	sov	core	0.803	0.480
BB30002	abs	all	0.660	0.210
BB30002	abs	core	0.700	0.260
BB30020	sov-ipssp	all	0.483	0.080
BB30020	sov-ipssp	core	0.478	0.000
BB30027	q3	all	0.426	0.010
BB30027	q3	core	0.608	0.000
BB30016	sov	all	0.469	0.000
BB30016	sov	core	0.595	0.000
BBS30029	ref	all	0.790	0.450
BBS30029	ref	core	0.871	0.580
BBS30012	q3-ipssp	all	0.688	0.370
BBS30012	q3-ipssp	core	0.874	0.710
BBS30014	sov-ipssp	all	0.738	0.260
BBS30014	sov-ipssp	core	0.799	0.480
BB30024	abs	all	0.557	0.120
BB30024	abs	core	0.834	0.360
BB30026	q3	all	0.703	0.260
BB30026	q3	core	0.889	0.730
BBS30018	ref	all	0.876	0.430
BBS30018	ref	core	0.910	0.550
BB30017	ref	all	0.565	0.320
BB30017	ref	core	0.687	0.470
BB30006	sov-ipssp	all	0.750	0.480
BB30006	sov-ipssp	core	0.945	0.880
BBS30023	ref	all	0.709	0.200
BBS30023	ref	core	0.802	0.360
BB30030	ref	all	0.781	0.440
BB30030	ref	core	0.815	0.570
BB30022	ref	all	0.775	0.300
BB30022	ref	core	0.832	0.450
BBS30026	ref	all	0.754	0.300
BBS30026	ref	core	0.919	0.750
BB30030	abs	all	0.795	0.330
BB30030	abs	core	0.828	0.400
BB30004	q3	all	0.818	0.420
BB30004	q3	core	0.858	0.520
BBS30014	q3-ipssp	all	0.751	0.350
BBS30014	q3-ipssp	core	0.821	0.510
BBS30016	sov	all	0.575	0.190
BBS30016	sov	core	0.730	0.470
BB30017	q3	all	0.531	0.230
BB30017	q3	core	0.611	0.350
BBS30024	sov	all	0.631	0.090
BBS30024	sov	core	0.838	0.300
BBS30005	ref	all	0.840	0.520
BBS30005	ref	core	0.859	0.660
BB30004	abs	all	0.831	0.430
BB30004	abs	core	0.864	0.530
BB30013	ref	all	0.563	0.140
BB30013	ref	core	0.750	0.400
BBS30011	q3-ipssp	all	0.860	0.470
BBS30011	q3-ipssp	core	0.867	0.490
BB30025	sov-ipssp	all	0.560	0.000
BB30025	sov-ipssp	core	0.574	0.000
BB30018	sov-ipssp	all	0.863	0.270
BB30018	sov-ipssp	core	0.897	0.410
BB30002	sov-ipssp	all	0.683	0.220
BB30002	sov-ipssp	core	0.727	0.260
BB30013	q3-ipssp	all	0.597	0.180
BB30013	q3-ipssp	core	0.770	0.450
BBS30010	q3-ipssp	all	0.915	0.500
BBS30010	q3-ipssp	core	0.956	0.670
BBS30015	q3-ipssp	all	0.523	0.110
BBS30015	q3-ipssp	core	0.542	0.130
BBS30012	sov-ipssp	all	0.705	0.350
BBS30012	sov-ipssp	core	0.885	0.700
BB30015	q3-ipssp	all	0.432	0.180
BB30015	q3-ipssp	core	0.496	0.270
BB30007	q3-ipssp	all	0.638	0.310
BB30007	q3-ipssp	core	0.695	0.410
BBS30021	ref	all	0.552	0.110
BBS30021	ref	core	0.610	0.160
BB30017	sov	all	0.528	0.180
BB30017	sov	core	0.621	0.300
BB30002	ref	all	0.704	0.240
BB30002	ref	core	0.748	0.290
BB30028	ref	all	0.826	0.000
BB30028	ref	core	0.820	0.000
BB30023	ref	all	0.747	0.250
BB30023	ref	core	0.848	0.430
BB30023	abs	all	0.724	0.200
BB30023	abs	core	0.817	0.360
BBS30019	q3	all	0.672	0.220
BBS30019	q3	core	0.708	0.240
BB30016	abs	all	0.467	0.000
BB30016	abs	core	0.595	0.000
BBS30010	q3	all	0.916	0.510
BBS30010	q3	core	0.954	0.680
BB30008	ref	all	0.688	0.240
BB30008	ref	core	0.747	0.350
BBS30010	ref	all	0.908	0.450
BBS30010	ref	core	0.957	0.620
BBS30018	q3	all	0.882	0.430
BBS30018	q3	core	0.912	0.560
BBS30018	sov	all	0.900	0.490
BBS30018	sov	core	0.935	0.660
BB30016	q3-ipssp	all	0.468	0.000
BB30016	q3-ipssp	core	0.595	0.000
BBS30011	sov	all	0.916	0.680
BBS30011	sov	core	0.941	0.770
BB30029	abs	all	0.794	0.400
BB30029	abs	core	0.872	0.590
BBS30027	q3	all	0.457	0.020
BBS30027	q3	core	0.615	0.000
BB30025	ref	all	0.565	0.000
BB30025	ref	core	0.587	0.000
BBS30013	abs	all	0.649	0.260
BBS30013	abs	core	0.792	0.490
BB30014	abs	all	0.748	0.350
BB30014	abs	core	0.807	0.520
BBS30028	ref	all	0.834	0.130
BBS30028	ref	core	0.835	0.140
BBS30013	sov-ipssp	all	0.621	0.170
BBS30013	sov-ipssp	core	0.770	0.400
BB30010	ref	all	0.890	0.410
BB30010	ref	core	0.955	0.570
BBS30010	sov	all	0.916	0.500
BBS30010	sov	core	0.952	0.640
BB30017	abs	all	0.507	0.140
BB30017	abs	core	0.588	0.250
BBS30030	ref	all	0.803	0.460
BBS30030	ref	core	0.829	0.590
BBS30013	ref	all	0.609	0.160
BBS30013	ref	core	0.751	0.400
BB30018	q3	all	0.888	0.390
BB30018	q3	core	0.945	0.690
BB30020	q3-ipssp	all	0.456	0.000
BB30020	q3-ipssp	core	0.479	0.000
BBS30007	q3	all	0.768	0.420
BBS30007	q3	core	0.786	0.500
BBS30004	abs	all	0.843	0.440
BBS30004	abs	core	0.865	0.550
BB30026	sov	all	0.704	0.250
BB30026	sov	core	0.884	0.550
BBS30026	sov-ipssp	all	0.692	0.300
BBS30026	sov-ipssp	core	0.879	0.750
BBS30006	q3-ipssp	all	0.663	0.250
BBS30006	q3-ipssp	core	0.749	0.430
BB30027	q3-ipssp	all	0.475	0.010
BB30027	q3-ipssp	core	0.596	0.000
BB30009	ref	all	0.470	0.000
BB30009	ref	core	0.486	0.000
BBS30010	abs	all	0.910	0.460
BBS30010	abs	core	0.951	0.630
BB30020	q3	all	0.558	0.290
BB30020	q3	core	0.708	0.600
BBS30025	abs	all	0.583	0.170
BBS30025	abs	core	0.631	0.190
BB30016	q3	all	0.468	0.000
BB30016	q3	core	0.595	0.000
BB30030	q3	all	0.826	0.430
BB30030	q3	core	0.854	0.460
BB30025	abs	all	0.568	0.000
BB30025	abs	core	0.579	0.000
BBS30030	sov	all	0.799	0.380
BBS30030	sov	core	0.830	0.470
BB30019	abs	all	0.564	0.130
BB30019	abs	core	0.669	0.180
BB30020	abs	all	0.566	0.250
BB30020	abs	core	0.706	0.530
BBS30008	ref	all	0.703	0.270
BBS30008	ref	core	0.766	0.390
BB30029	sov	all	0.781	0.390
BB30029	sov	core	0.857	0.570
BBS30017	sov	all	0.548	0.210
BBS30017	sov	core	0.634	0.350
BB30002	q3-ipssp	all	0.685	0.250
BB30002	q3-ipssp	core	0.732	0.310
BBS30015	q3	all	0.535	0.110
BBS30015	q3	core	0.555	0.130
BBS30002	abs	all	0.678	0.250
BBS30002	abs	core	0.726	0.310
BB30026	ref	all	0.691	0.300
BB30026	ref	core	0.872	0.750
BBS30004	q3	all	0.832	0.430
BBS30004	q3	core	0.859	0.540
BB30007	q3	all	0.730	0.410
BB30007	q3	core	0.738	0.470
BBS30009	ref	all	0.504	0.000
BBS30009	ref	core	0.541	0.000
BBS30006	ref	all	0.663	0.210
BBS30006	ref	core	0.765	0.360
BBS30008	abs	all	0.694	0.230
BBS30008	abs	core	0.755	0.330
BB30028	q3	all	0.839	0.100
BB30028	q3	core	0.834	0.140
BB30030	q3-ipssp	all	0.827	0.420
BB30030	q3-ipssp	core	0.845	0.450
BB30004	ref	all	0.831	0.450
BB30004	ref	core	0.868	0.550
BB30007	sov-ipssp	all	0.620	0.310
BB30007	sov-ipssp	core	0.677	0.410
BBS30030	abs	all	0.799	0.360
BBS30030	abs	core	0.811	0.400
BB30009	q3-ipssp	all	0.510	0.000
BB30009	q3-ipssp	core	0.586	0.000
BB30011	q3-ipssp	all	0.891	0.510
BB30011	q3-ipssp	core	0.906	0.550
BB30003	ref	all	0.489	0.020
BB30003	ref	core	0.623	0.030
BBS30026	q3-ipssp	all	0.730	0.320
BBS30026	q3-ipssp	core	0.939	0.760
BBS30027	abs	all	0.465	0.020
BBS30027	abs	core	0.615	0.000
BB30010	q3-ipssp	all	0.893	0.460
BB30010	q3-ipssp	core	0.947	0.620
BB30023	sov-ipssp	all	0.741	0.240
BB30023	sov-ipssp	core	0.844	0.410
BBS30004	q3-ipssp	all	0.832	0.440
BBS30004	q3-ipssp	core	0.861	0.550
BB30029	q3-ipssp	all	0.784	0.400
BB30029	q3-ipssp	core	0.860	0.580
BBS30025	sov-ipssp	all	0.592	0.160
BBS30025	sov-ipssp	core	0.642	0.190
BB30018	q3-ipssp	all	0.865	0.360
BB30018	q3-ipssp	core	0.925	0.650
BBS30017	sov-ipssp	all	0.564	0.290
BBS30017	sov-ipssp	core	0.686	0.450
BBS30023	sov-ipssp	all	0.753	0.300
BBS30023	sov-ipssp	core	0.850	0.530
BB30019	q3	all	0.610	0.200
BB30019	q3	core	0.762	0.320
BBS30004	ref	all	0.854	0.470
BBS30004	ref	core	0.877	0.580
BB30019	sov	all	0.610	0.200
BB30019	sov	core	0.760	0.320
BBS30009	sov-ipssp	all	0.550	0.000
BBS30009	sov-ipssp	core	0.586	0.000
BB30024	q3-ipssp	all	0.603	0.080
BB30024	q3-ipssp	core	0.908	0.300
BB30016	ref	all	0.348	0.000
BB30016	ref	core	0.357	0.000
BBS30025	sov	all	0.593	0.170
BBS30025	sov	core	0.646	0.190
BB30015	ref	all	0.543	0.210
BB30015	ref	core	0.631	0.340
BBS30020	q3-ipssp	all	0.467	0.000
BBS30020	q3-ipssp	core	0.481	0.000
BBS30018	abs	all	0.864	0.340
BBS30018	abs	core	0.893	0.470
BBS30028	abs	all	0.841	0.130
BBS30028	abs	core	0.837	0.140
BB30010	abs	all	0.891	0.460
BB30010	abs	core	0.946	0.630
BB30008	sov-ipssp	all	0.660	0.220
BB30008	sov-ipssp	core	0.717	0.320
BBS30028	sov	all	0.842	0.130
BBS30028	sov	core	0.839	0.140
BBS30014	ref	all	0.716	0.350
BBS30014	ref	core	0.773	0.510
BB30015	sov	all	0.460	0.150
BB30015	sov	core	0.499	0.200
BB30006	abs	all	0.654	0.320
BB30006	abs	core	0.837	0.650
BB30011	sov	all	0.912	0.660
BB30011	sov	core	0.941	0.770
BBS30024	q3	all	0.666	0.150
BBS30024	q3	core	0.876	0.460
BB30029	ref	all	0.788	0.400
BB30029	ref	core	0.870	0.580
BBS30002	sov	all	0.715	0.250
BBS30002	sov	core	0.767	0.310
BBS30017	q3-ipssp	all	0.558	0.270
BBS30017	q3-ipssp	core	0.674	0.420
BBS30024	q3-ipssp	all	0.678	0.250
BBS30024	q3-ipssp	core	0.931	0.680
BBS30023	q3	all	0.764	0.320
BBS30023	q3	core	0.864	0.580
BB30007	abs	all	0.605	0.260
BB30007	abs	core	0.605	0.260
BB30022	q3	all	0.727	0.230
BB30022	q3	core	0.780	0.280
BBS30006	q3	all	0.651	0.250
BBS30006	q3	core	0.738	0.400
BBS30019	abs	all	0.638	0.180
BBS30019	abs	core	0.669	0.180
BB30016	sov-ipssp	all	0.467	0.000
BB30016	sov-ipssp	core	0.595	0.000
BB30014	sov	all	0.750	0.340
BB30014	sov	core	0.803	0.520
BB30027	ref	all	0.560	0.160
BB30027	ref	core	0.821	0.400
BBS30022	ref	all	0.771	0.270
BBS30022	ref	core	0.852	0.450
BB30027	sov	all	0.457	0.000
BB30027	sov	core	0.563	0.000
BBS30030	q3	all	0.826	0.380
BBS30030	q3	core	0.884	0.460
BB30013	q3	all	0.576	0.170
BB30013	q3	core	0.765	0.440
BB30011	sov-ipssp	all	0.900	0.620
BB30011	sov-ipssp	core	0.916	0.700
BBS30022	abs	all	0.729	0.220
BBS30022	abs	core	0.775	0.280
BB30024	q3	all	0.581	0.100
BB30024	q3	core	0.853	0.380
BB30022	abs	all	0.712	0.230
BB30022	abs	core	0.767	0.280
BBS30016	q3	all	0.575	0.190
BBS30016	q3	core	0.730	0.470
BBS30027	ref	all	0.580	0.250
BBS30027	ref	core	0.850	0.630
BB30028	sov-ipssp	all	0.834	0.080
BB30028	sov-ipssp	core	0.840	0.220
BB30008	q3	all	0.671	0.250
BB30008	q3	core	0.733	0.360
BBS30002	sov-ipssp	all	0.687	0.220
BBS30002	sov-ipssp	core	0.726	0.260
BB30024	sov-ipssp	all	0.601	0.150
BB30024	sov-ipssp	core	0.927	0.520
BB30015	q3	all	0.418	0.150
BB30015	q3	core	0.470	0.200
BBS30012	abs	all	0.712	0.320
BBS30012	abs	core	0.850	0.650
BBS30027	sov-ipssp	all	0.482	0.050
BBS30027	sov-ipssp	core	0.615	0.000
BBS30028	q3-ipssp	all	0.827	0.060
BBS30028	q3-ipssp	core	0.822	0.100
BBS30024	ref	all	0.683	0.210
BBS30024	ref	core	0.886	0.620
BB30007	sov	all	0.606	0.250
BB30007	sov	core	0.604	0.260
BB30030	sov	all	0.813	0.410
BB30030	sov	core	0.832	0.440
BB30027	sov-ipssp	all	0.438	0.010
BB30027	sov-ipssp	core	0.604	0.000
BBS30016	sov-ipssp	all	0.491	0.010
BBS30016	sov-ipssp	core	0.595	0.000
BBS30008	sov-ipssp	all	0.708	0.270
BBS30008	sov-ipssp	core	0.771	0.390
BB30027	abs	all	0.437	0.000
BB30027	abs	core	0.473	0.000
BBS30026	abs	all	0.662	0.210
BBS30026	abs	core	0.869	0.520
BB30011	ref	all	0.890	0.570
BB30011	ref	core	0.914	0.660
BB30028	abs	all	0.827	0.000
BB30028	abs	core	0.821	0.000
BB30006	q3-ipssp	all	0.766	0.520
BB30006	q3-ipssp	core	0.965	0.930
BBS30013	q3-ipssp	all	0.604	0.190
BBS30013	q3-ipssp	core	0.753	0.400
BB30019	sov-ipssp	all	0.574	0.140
BB30019	sov-ipssp	core	0.690	0.180
BBS30015	ref	all	0.521	0.080
BBS30015	ref	core	0.562	0.130
BBS30020	sov-ipssp	all	0.470	0.000
BBS30020	sov-ipssp	core	0.481	0.000
BBS30022	sov	all	0.823	0.260
BBS30022	sov	core	0.840	0.280
BBS30029	abs	all	0.793	0.460
BBS30029	abs	core	0.875	0.590
BBS20030	q3-ipssp	all	0.859	0.120
BBS20030	q3-ipssp	core	0.812	0.000
BBS20025	abs	all	0.944	0.340
BBS20025	abs	core	0.967	0.420
BB20028	q3	all	0.966	0.580
BB20028	q3	core	0.983	0.660
BB20025	abs	all	0.915	0.330
BB20025	abs	core	0.966	0.470
BBS20032	abs	all	0.905	0.360
BBS20032	abs	core	0.979	0.510
BBS20038	q3	all	0.885	0.260
BBS20038	q3	core	0.936	0.140
BB20035	q3	all	0.780	0.150
BB20035	q3	core	0.902	0.440
BB20007	ref	all	0.726	0.360
BB20007	ref	core	0.848	0.510
BB20026	ref	all	0.797	0.280
BB20026	ref	core	0.859	0.360
BBS20006	sov	all	0.920	0.410
BBS20006	sov	core	0.937	0.470
BB20034	sov	all	0.835	0.200
BB20034	sov	core	0.917	0.400
BBS20004	ref	all	0.950	0.480
BBS20004	ref	core	0.978	0.600
BBS20024	ref	all	0.863	0.070
BBS20024	ref	core	0.864	0.000
BB20022	q3-ipssp	all	0.772	0.070
BB20022	q3-ipssp	core	0.772	0.080
BB20027	q3	all	0.773	0.360
BB20027	q3	core	0.923	0.660
BB20035	sov	all	0.808	0.150
BB20035	sov	core	0.909	0.440
BBS20035	abs	all	0.873	0.280
BBS20035	abs	core	0.922	0.480
BB20036	sov	all	0.806	0.050
BB20036	sov	core	0.949	0.000
BB20016	ref	all	0.740	0.010
BB20016	ref	core	0.768	0.000
BB20035	q3-ipssp	all	0.756	0.140
BB20035	q3-ipssp	core	0.883	0.460
BB20017	abs	all	0.926	0.440
BB20017	abs	core	0.970	0.580
BBS20036	ref	all	0.972	0.390
BBS20036	ref	core	0.976	0.380
BBS20034	sov-ipssp	all	0.839	0.130
BBS20034	sov-ipssp	core	0.926	0.260
BB20017	sov	all	0.926	0.430
BB20017	sov	core	0.970	0.570
BBS20023	q3-ipssp	all	0.745	0.140
BBS20023	q3-ipssp	core	0.772	0.160
BB20018	q3-ipssp	all	0.943	0.540
BB20018	q3-ipssp	core	0.953	0.630
BB20025	sov	all	0.916	0.350
BB20025	sov	core	0.970	0.550
BBS20025	q3-ipssp	all	0.938	0.340
BBS20025	q3-ipssp	core	0.964	0.420
BBS20007	sov-ipssp	all	0.745	0.350
BBS20007	sov-ipssp	core	0.842	0.480
BB20013	ref	all	0.550	0.140
BB20013	ref	core	0.729	0.450
BBS20038	abs	all	0.862	0.160
BBS20038	abs	core	0.861	0.000
BB20018	q3	all	0.948	0.620
BB20018	q3	core	0.961	0.730
BB20025	q3	all	0.924	0.340
BB20025	q3	core	0.981	0.570
BBS20040	sov	all	0.944	0.650
BBS20040	sov	core	0.971	0.740
BB20039	q3	all	0.903	0.120
BB20039	q3	core	0.927	0.270
BB20019	abs	all	0.817	0.130
BB20019	abs	core	0.843	0.150
BB20039	sov	all	0.905	0.170
BB20039	sov	core	0.930	0.270
BBS20039	q3-ipssp	all	0.897	0.120
BBS20039	q3-ipssp	core	0.936	0.270
BB20013	abs	all	0.576	0.140
BB20013	abs	core	0.789	0.500
BBS20018	abs	all	0.929	0.590
BBS20018	abs	core	0.935	0.650
BBS20021	q3	all	0.904	0.240
BBS20021	q3	core	0.944	0.410
BB20029	abs	all	0.774	0.040
BB20029	abs	core	0.788	0.000
BBS20034	q3-ipssp	all	0.853	0.170
BBS20034	q3-ipssp	core	0.947	0.360
BB20009	abs	all	0.904	0.460
BB20009	abs	core	0.959	0.450
BB20034	abs	all	0.839	0.110
BB20034	abs	core	0.927	0.200
BBS20036	sov-ipssp	all	0.942	0.320
BBS20036	sov-ipssp	core	0.963	0.380
BB20015	sov-ipssp	all	0.598	0.040
BB20015	sov-ipssp	core	0.826	0.000
BB20004	q3	all	0.896	0.430
BB20004	q3	core	0.975	0.520
BBS20004	abs	all	0.937	0.420
BBS20004	abs	core	0.960	0.490
BBS20016	abs	all	0.888	0.320
BBS20016	abs	core	0.913	0.360
BBS20025	sov	all	0.947	0.360
BBS20025	sov	core	0.977	0.470
BBS20001	sov-ipssp	all	0.934	0.780
BBS20001	sov-ipssp	core	0.982	0.900
BBS20016	sov-ipssp	all	0.884	0.310
BBS20016	sov-ipssp	core	0.911	0.360
BB20004	abs	all	0.885	0.390
BB20004	abs	core	0.959	0.470
BB20031	q3	all	0.805	0.130
BB20031	q3	core	0.815	0.190
BB20016	sov	all	0.777	0.010
BB20016	sov	core	0.798	0.000
BBS20018	ref	all	0.912	0.530
BBS20018	ref	core	0.924	0.620
BBS20031	q3	all	0.775	0.130
BBS20031	q3	core	0.779	0.190
BB20026	abs	all	0.812	0.300
BB20026	abs	core	0.870	0.380
BBS20001	ref	all	0.909	0.670
BBS20001	ref	core	0.948	0.780
BBS20019	sov	all	0.802	0.150
BBS20019	sov	core	0.847	0.240
BB20001	sov	all	0.467	0.000
BB20001	sov	core	0.537	0.000
BB20024	sov-ipssp	all	0.527	0.430
BB20024	sov-ipssp	core	0.841	0.000
BBS20031	ref	all	0.805	0.110
BBS20031	ref	core	0.834	0.140
BBS20037	sov	all	0.845	0.160
BBS20037	sov	core	0.962	0.480
BB20039	abs	all	0.905	0.100
BB20039	abs	core	0.927	0.270
BB20027	ref	all	0.804	0.360
BB20027	ref	core	0.950	0.660
BBS20008	sov	all	0.722	0.130
BBS20008	sov	core	0.871	0.360
BB20021	sov-ipssp	all	0.897	0.170
BB20021	sov-ipssp	core	0.933	0.300
BBS20007	q3	all	0.765	0.370
BBS20007	q3	core	0.879	0.590
BB20016	q3	all	0.780	0.000
BB20016	q3	core	0.801	0.000
BBS20011	q3-ipssp	all	0.830	0.530
BBS20011	q3-ipssp	core	0.875	0.610
BB20006	q3	all	0.921	0.420
BB20006	q3	core	0.937	0.460
BB20006	ref	all	0.922	0.420
BB20006	ref	core	0.930	0.460
BBS20022	q3-ipssp	all	0.772	0.070
BBS20022	q3-ipssp	core	0.774	0.080
BB20036	sov-ipssp	all	0.800	0.050
BB20036	sov-ipssp	core	0.949	0.000
BB20013	sov	all	0.573	0.140
BB20013	sov	core	0.790	0.500
BBS20034	sov	all	0.839	0.100
BBS20034	sov	core	0.903	0.200
